initialization,seed,epoch,train_loss,train_accuracy,validation_loss,validation_accuracy
zero,654571,31,2.3013156639882513,0.11298,2.301742593205266,0.1093
zero,654571,32,2.3013319758902515,0.11298,2.301737160016983,0.1093
zero,654571,33,2.3013233233170047,0.11298,2.301832970594171,0.1093
zero,654571,34,2.3012216462338717,0.11298,2.302065186921302,0.1093
zero,654571,35,2.3012811104221083,0.11298,2.3018957916087937,0.1093
zero,654571,36,2.3013234344216817,0.11298,2.3018045587691764,0.1093
zero,654571,37,2.301310800797343,0.11298,2.3018238811562117,0.1093
zero,654571,38,2.30129674179323,0.11298,2.3019387904421302,0.1093
zero,654571,39,2.301316365751007,0.11298,2.3018693892463133,0.1093
zero,654571,40,2.301257123405217,0.11298,2.301751134163407,0.1093
zero,654571,41,2.3012920701983264,0.11298,2.301777133550445,0.1093
zero,654571,42,2.301273556075504,0.11298,2.3019550313940997,0.1093
zero,654571,43,2.301319100087591,0.11298,2.301812447629827,0.1093
zero,654571,44,2.30129709414163,0.11298,2.301936290834508,0.1093
zero,654571,45,2.3013160608564127,0.11298,2.3016656712979837,0.1093
zero,654571,46,2.3013319431503763,0.11298,2.3017372865743755,0.1093
zero,654571,47,2.301261928839762,0.11298,2.3020808881542307,0.1093
zero,654571,48,2.301310530350236,0.11298,2.3018289373829868,0.1093
zero,654571,49,2.3013261026570153,0.11298,2.301845702656942,0.1093
zero,654571,50,2.3012606469991805,0.11298,2.3019149120613216,0.1093
zero,654571,51,2.3013535490138044,0.11298,2.301763183835266,0.1093
zero,654571,52,2.3013031734988716,0.11298,2.3017799554973477,0.1093
zero,654571,53,2.30133576458389,0.11298,2.301737549662438,0.1093
zero,654571,54,2.301298797881675,0.11298,2.3018565821964287,0.1093
zero,654571,55,2.301259791819181,0.11298,2.3018659966182335,0.1093
zero,654571,56,2.301297978517739,0.11298,2.3018795553960496,0.1093
zero,654571,57,2.3012612019918883,0.11298,2.3017403064410744,0.1093
zero,654571,58,2.3013256280034717,0.11298,2.3019285209607725,0.1093
zero,654571,59,2.3013094630364606,0.11298,2.301894163631983,0.1093
zero,654571,60,2.3012850074348883,0.11298,2.301754681355102,0.1093
zero,654571,61,2.3013367585256606,0.11298,2.3016905151365155,0.1093
zero,654571,62,2.3012468091484886,0.11298,2.3018771573101207,0.1093
zero,654571,63,2.3013007557626977,0.11298,2.3017727927105547,0.1093
zero,654571,64,2.3012896530526366,0.11284,2.3019307570239587,0.1093
zero,654571,65,2.30127963643539,0.11298,2.3017215156519626,0.1093
zero,654571,66,2.3012815490265885,0.11298,2.3017465550498284,0.1093
zero,654571,67,2.3012742564470665,0.11298,2.3018457896282696,0.1093
zero,654571,68,2.301262801665772,0.11298,2.3018624266909287,0.1093
zero,654571,69,2.3012710378200087,0.11298,2.3019283920299407,0.1093
zero,654571,70,2.3012971798487674,0.11298,2.3017845974467104,0.1093
zero,654571,71,2.3012915110554766,0.11298,2.3017787654691984,0.1093
zero,654571,72,2.301295264251711,0.11298,2.3016444813267727,0.1093
zero,654571,73,2.3012808895313723,0.11298,2.3018557843394403,0.1093
zero,654571,74,2.3013026654825697,0.11298,2.3017934056345504,0.1093
zero,654571,75,2.3012848122278298,0.11298,2.3018410260589968,0.1093
zero,654571,76,2.3013341883657974,0.11298,2.301729270176446,0.1093
zero,654571,77,2.301269056805476,0.11298,2.3017306273007163,0.1093
zero,654571,78,2.3013053885711594,0.11298,2.301712711755727,0.1093
zero,654571,79,2.3012586224582496,0.11298,2.301896239396519,0.1093
zero,654571,80,2.3012264212085887,0.11298,2.302108608432267,0.1093
zero,654571,81,2.301314796160793,0.11298,2.3017131007488434,0.1093
zero,654571,82,2.3013061446825573,0.11298,2.3016779589546177,0.1093
zero,654571,83,2.301317109875483,0.11298,2.3018751253048655,0.1093
zero,654571,84,2.3013215113074383,0.11298,2.301698711780252,0.1093
zero,654571,85,2.3012819619270055,0.11298,2.3018552930431735,0.1093
zero,654571,86,2.3012791216605666,0.11298,2.3018099625040866,0.1093
zero,654571,87,2.3013235746297442,0.11298,2.3017560945427085,0.1093
zero,654571,88,2.3012652815056867,0.11298,2.301993702451349,0.1093
zero,654571,89,2.301290035271209,0.11298,2.3018630125380817,0.1093
zero,654571,90,2.301247580582394,0.11298,2.3019069021076066,0.1093
zero,654571,91,2.3012839932419684,0.11298,2.3019175750539143,0.1093
zero,654571,92,2.3013085117286107,0.11298,2.301730755424098,0.1093
zero,654571,93,2.3013060340393747,0.11298,2.301808694839704,0.1093
zero,654571,94,2.30125134268771,0.11298,2.3018678223013977,0.1093
zero,654571,95,2.3012708230781485,0.11298,2.3017504814800986,0.1093
zero,654571,96,2.301302175895221,0.11298,2.3019395459935286,0.1093
zero,654571,97,2.3013054926004504,0.11298,2.301867445004811,0.1093
zero,654571,98,2.301306710545878,0.11298,2.3017722332376196,0.1093
zero,654571,99,2.3012532486272526,0.11298,2.302035495702165,0.1093
zero,654571,100,2.301339959790372,0.11298,2.3018005626738187,0.1093
zero,89250,1,2.3014759947611845,0.11244,2.3018354725307377,0.1093
zero,89250,2,2.3013112032503313,0.11298,2.301932971387852,0.1093
zero,89250,3,2.301269603137822,0.11298,2.301856229707253,0.1093
zero,89250,4,2.3012588684478086,0.11298,2.301680594312442,0.1093
zero,89250,5,2.3012917954747607,0.11298,2.30184032864678,0.1093
zero,89250,6,2.3012985029698734,0.11298,2.301834086586119,0.1093
zero,89250,7,2.3013134724563455,0.11298,2.30174248735194,0.1093
zero,89250,8,2.301280735303922,0.11298,2.301992792390034,0.1093
zero,89250,9,2.3012893302909645,0.11298,2.301907769921996,0.1093
zero,89250,10,2.3013014299955485,0.1128,2.301834866277004,0.1093
zero,89250,11,2.3013272328430774,0.11298,2.301760235802937,0.1093
zero,89250,12,2.301310423794355,0.11298,2.3018469056188993,0.1093
zero,89250,13,2.3013033139189116,0.11298,2.3019240919219466,0.1093
zero,89250,14,2.3012731555526327,0.11298,2.301885718841627,0.1093
zero,89250,15,2.3012113713498517,0.11298,2.3019329139850275,0.1093
zero,89250,16,2.3012870719240768,0.11288,2.3018350575724384,0.1093
zero,89250,17,2.301274562407678,0.11298,2.302083857740009,0.1093
zero,89250,18,2.30128326113213,0.11298,2.3017804256954366,0.1093
zero,89250,19,2.3013046413939806,0.11298,2.301785510352921,0.1093
zero,89250,20,2.3012565137068695,0.11298,2.301769314870067,0.1093
zero,89250,21,2.301280015870801,0.11298,2.3017587246425246,0.1093
zero,89250,22,2.301348927040645,0.11298,2.3017358682113924,0.1093
zero,89250,23,2.301328770175109,0.11298,2.3017630977077164,0.1093
zero,89250,24,2.301313713455298,0.11298,2.301847235972332,0.1093
zero,89250,25,2.3013235183777394,0.11298,2.3017254500797466,0.1093
zero,89250,26,2.3012928896122684,0.11298,2.3017373600088,0.1093
zero,89250,27,2.3012708488810545,0.11298,2.301808862175262,0.1093
zero,89250,28,2.301305048205824,0.11298,2.3017141566398323,0.1093
zero,89250,29,2.301325430146465,0.11298,2.3017685566214707,0.1093
zero,89250,30,2.3012820566788053,0.11298,2.301821462903753,0.1093
zero,89250,31,2.3013018508415573,0.11298,2.3018737839609686,0.1093
zero,89250,32,2.301274669141116,0.11298,2.3018871629714726,0.1093
zero,89250,33,2.3013050324711952,0.11298,2.3018619824302005,0.1093
zero,89250,34,2.301267690205299,0.11298,2.3020002445823198,0.1093
zero,89250,35,2.3012934051156404,0.11298,2.3017432599902423,0.1093
zero,89250,36,2.3012452729118813,0.11298,2.302033079121048,0.1093
zero,89250,37,2.301323629534559,0.11298,2.3016321851832733,0.1093
zero,89250,38,2.3012936563073283,0.11298,2.301762161239611,0.1093
zero,89250,39,2.3012819692960966,0.11298,2.301915251981665,0.1093
zero,89250,40,2.3013108462764533,0.11298,2.301745195005934,0.1093
zero,89250,41,2.3012375234426994,0.11298,2.3017671970070914,0.1093
zero,89250,42,2.3013071583071225,0.11298,2.3017843354872554,0.1093
zero,89250,43,2.301269518322795,0.11298,2.3018797315887674,0.1093
zero,89250,44,2.301278637871738,0.11298,2.301806539478877,0.1093
zero,89250,45,2.301301788722811,0.11298,2.301724529410877,0.1093
zero,89250,46,2.3013010824306512,0.11298,2.3019824809048854,0.1093
zero,89250,47,2.3012712228989423,0.11298,2.301686977377196,0.1093
zero,89250,48,2.3013486844326456,0.11298,2.3018134551413874,0.1093
zero,89250,49,2.301310541497969,0.11298,2.3017754241385346,0.1093
zero,89250,50,2.301278282371154,0.11298,2.301908955984768,0.1093
zero,89250,51,2.3013126121279215,0.11298,2.301853207621961,0.1093
zero,89250,52,2.301300303823388,0.11298,2.3018301399859125,0.1093
zero,89250,53,2.3012549649308567,0.11298,2.3019363462062525,0.1093
zero,89250,54,2.3012766155286912,0.11298,2.301995328804121,0.1093
zero,89250,55,2.301279696092787,0.11298,2.3018101473092365,0.1093
zero,89250,56,2.3012804609009296,0.11298,2.3018535489046803,0.1093
zero,89250,57,2.301277165542782,0.11298,2.301821982716235,0.1093
zero,89250,58,2.301303554572725,0.11298,2.3017145443862272,0.1093
zero,89250,59,2.301274586295915,0.11298,2.301935530457313,0.1093
zero,89250,60,2.3013138889722824,0.11298,2.301834396672184,0.1093
zero,89250,61,2.301317610402862,0.11298,2.301937801428907,0.1093
zero,89250,62,2.301306172252837,0.11298,2.301755429714167,0.1093
zero,89250,63,2.3012914544704346,0.11298,2.301929033168679,0.1093
zero,89250,64,2.3013039220539127,0.11298,2.302005714455829,0.1093
zero,89250,65,2.3013031010517286,0.11298,2.3017685339625773,0.1093
zero,89250,66,2.3012740903636972,0.11298,2.3016590986982477,0.1093
zero,89250,67,2.301301039336348,0.1128,2.30196077130708,0.1093
zero,89250,68,2.30129464601045,0.11298,2.3020144031317695,0.1093
zero,89250,69,2.3013069777975277,0.11298,2.3019471089417283,0.1093
zero,89250,70,2.30128638391364,0.11298,2.301684785354502,0.1093
zero,89250,71,2.301298526569054,0.11298,2.3018718452060076,0.1093
zero,89250,72,2.301307597078152,0.11298,2.3017396545590896,0.1093
zero,89250,73,2.3012676812573547,0.11292,2.301884302910209,0.1093
zero,89250,74,2.3012982838845537,0.11298,2.3019535654445322,0.1093
zero,89250,75,2.3012763796877524,0.11298,2.3018226094354013,0.1093
zero,89250,76,2.3012858383978005,0.11298,2.3017592318257027,0.1093
zero,89250,77,2.301305917622089,0.11298,2.3019148266127023,0.1093
zero,89250,78,2.301264911466189,0.11298,2.3019680438977166,0.1093
zero,89250,79,2.30132012947721,0.11298,2.30195784009728,0.1093
zero,89250,80,2.3013198059469406,0.11298,2.3020054910782553,0.1093
zero,89250,81,2.301308119347168,0.11298,2.3017458430769837,0.1093
zero,89250,82,2.3012975738411168,0.11298,2.30174638804277,0.1093
zero,89250,83,2.3012738651196036,0.11298,2.301848495328487,0.1093
zero,89250,84,2.30128705075702,0.11298,2.301884173701234,0.1093
zero,89250,85,2.3013236770429386,0.11298,2.3018037133257336,0.1093
zero,89250,86,2.301310087517533,0.11298,2.301806756902147,0.1093
zero,89250,87,2.301337102331292,0.11298,2.3018053964678953,0.1093
zero,89250,88,2.301259142638334,0.11298,2.301863209943591,0.1093
zero,89250,89,2.301324562028896,0.11298,2.3017310600899537,0.1093
zero,89250,90,2.3012741760844735,0.11298,2.3017452229401343,0.1093
zero,89250,91,2.3013160012039124,0.11298,2.3017439086927736,0.1093
zero,89250,92,2.301319099382436,0.11298,2.3017006896502883,0.1093
zero,89250,93,2.3012808777036704,0.11298,2.3017857771319177,0.1093
zero,89250,94,2.3013400562396877,0.11298,2.3017547529020392,0.1093
zero,89250,95,2.3012937610243025,0.11298,2.301702761322742,0.1093
zero,89250,96,2.301294022381253,0.11298,2.30171707660666,0.1093
zero,89250,97,2.3013049067816698,0.11298,2.3017615955216173,0.1093
zero,89250,98,2.301255052359675,0.11298,2.3016953604112236,0.1093
zero,89250,99,2.3013182390894356,0.11298,2.301774484226274,0.1093
zero,89250,100,2.301329683642472,0.11298,2.3017573460378555,0.1093
zero,773955,1,2.301460114859366,0.11198,2.301811256758956,0.1093
zero,773955,2,2.3012763285932505,0.11298,2.301744143645499,0.1093
zero,773955,3,2.3013075110509758,0.11298,2.3017659347955877,0.1093
zero,773955,4,2.3012800618267626,0.11298,2.3019371122511036,0.1093
zero,773955,5,2.3013114514674773,0.11298,2.3016966275464648,0.1093
zero,773955,6,2.3012962874306555,0.11298,2.3017402365289583,0.1093
zero,773955,7,2.3012847128683918,0.11298,2.301916735251899,0.1093
zero,773955,8,2.301318158366793,0.11298,2.301934759318551,0.1093
zero,773955,9,2.3013074698926927,0.11298,2.3016849771090224,0.1093
zero,773955,10,2.301259064490492,0.11298,2.3018470034540943,0.1093
zero,773955,11,2.3013064115967556,0.11298,2.3018695169899934,0.1093
zero,773955,12,2.3013087065934976,0.11298,2.3017398215370317,0.1093
zero,773955,13,2.301302094862978,0.11298,2.3019730933073137,0.1093
zero,773955,14,2.301323324591178,0.11298,2.3017939753745558,0.1093
zero,773955,15,2.301286413032777,0.11298,2.3018445057720003,0.1093
zero,773955,16,2.301283470375798,0.11298,2.301975277385136,0.1093
zero,773955,17,2.301320009947708,0.11298,2.3019113121742696,0.1093
zero,773955,18,2.301308713268613,0.11298,2.3016872580519987,0.1093
zero,773955,19,2.3013370857183255,0.11298,2.3018508340407067,0.1093
zero,773955,20,2.301277317777688,0.11298,2.301828849307542,0.1093
zero,773955,21,2.3012629548696752,0.11298,2.301685213745153,0.1093
zero,773955,22,2.3012573732175445,0.11298,2.3018751889435194,0.1093
zero,773955,23,2.301335475531342,0.11298,2.3017404409278766,0.1093
zero,773955,24,2.301239520874616,0.11298,2.301924115770039,0.1093
zero,773955,25,2.3013334366786595,0.11298,2.301733083552128,0.1093
zero,773955,26,2.3013292097671285,0.11298,2.3018281917141756,0.1093
zero,773955,27,2.30132427387047,0.11298,2.3019093505953423,0.1093
zero,773955,28,2.3013133178356737,0.11298,2.3017244338348504,0.1093
zero,773955,29,2.3012653426004026,0.11298,2.301929286443048,0.1093
zero,773955,30,2.3012577035807413,0.11298,2.3018895012354808,0.1093
zero,773955,31,2.301305066574357,0.11298,2.3019002037261287,0.1093
zero,773955,32,2.301323280675787,0.11298,2.3018191555626357,0.1093
zero,773955,33,2.301281793356937,0.11298,2.3016729840669905,0.1093
zero,773955,34,2.301320882484389,0.11298,2.301815768339669,0.1093
zero,773955,35,2.3012822790602585,0.11298,2.301838251643048,0.1093
zero,773955,36,2.301318943831473,0.11298,2.3017235762005126,0.1093
zero,773955,37,2.301316959536246,0.11298,2.3017481205293753,0.1093
zero,773955,38,2.3012622207022178,0.11298,2.301906380934637,0.1093
zero,773955,39,2.301305934342662,0.11298,2.3019090728700804,0.1093
zero,773955,40,2.3012625882228166,0.11298,2.3018462978236256,0.1093
zero,773955,41,2.301267683515125,0.11298,2.301789874461265,0.1093
zero,773955,42,2.3012464897075318,0.11298,2.3018260500750825,0.1093
zero,773955,43,2.301326008408013,0.11298,2.3016912771466282,0.1093
zero,773955,44,2.301289937652336,0.11298,2.301747055614717,0.1093
zero,773955,45,2.3013242018378843,0.11298,2.301787974095129,0.1093
zero,773955,46,2.301279297105968,0.11298,2.3019148183671505,0.1093
zero,773955,47,2.3013082284444972,0.11298,2.3016541847679726,0.1093
zero,773955,48,2.3013111979171255,0.11298,2.3017934393465156,0.1093
zero,773955,49,2.301330568217434,0.11298,2.301771984938206,0.1093
zero,773955,50,2.301295120106535,0.11298,2.3017958511764998,0.1093
zero,773955,51,2.301287233611802,0.11298,2.3018726298113887,0.1093
zero,773955,52,2.301193054252031,0.11298,2.302019056679273,0.1093
zero,773955,53,2.301365146539394,0.11298,2.301797213539748,0.1093
zero,773955,54,2.3013364540258587,0.11298,2.3017400247318958,0.1093
zero,773955,55,2.3012434140267177,0.11298,2.3017113315001754,0.1093
zero,773955,56,2.3012869614370643,0.11298,2.3018520835162257,0.1093
zero,773955,57,2.3013244984086,0.11298,2.3019827086417672,0.1093
zero,773955,58,2.301289674966739,0.11298,2.3019818844340643,0.1093
zero,773955,59,2.301314914818616,0.11298,2.301780996129606,0.1093
zero,773955,60,2.301298111248739,0.11298,2.3018993036875277,0.1093
zero,773955,61,2.301275141976466,0.11298,2.3017986785789373,0.1093
zero,773955,62,2.301281050265792,0.11298,2.3019314711867946,0.1093
zero,773955,63,2.3012668544250396,0.11298,2.3017670628408258,0.1093
zero,773955,64,2.301307516243678,0.11298,2.301833581113614,0.1093
zero,773955,65,2.3013021378574403,0.11298,2.301724445404274,0.1093
zero,773955,66,2.3012322849184876,0.11298,2.302152414687822,0.1093
zero,773955,67,2.3013518990538437,0.11298,2.30183701068216,0.1093
zero,773955,68,2.301223172237214,0.11298,2.3020100315279666,0.1093
zero,773955,69,2.3013422568001904,0.11298,2.301799823522534,0.1093
zero,773955,70,2.3013121898206768,0.11298,2.3017183311706098,0.1093
zero,773955,71,2.3012475909686056,0.11298,2.301839529025264,0.1093
zero,773955,72,2.301296473821699,0.11298,2.30190938221398,0.1093
zero,773955,73,2.301185311125991,0.11298,2.301904009108274,0.1093
zero,773955,74,2.301311348787779,0.11298,2.301771382160248,0.1093
zero,773955,75,2.3013162433668426,0.11298,2.301756162146386,0.1093
zero,773955,76,2.3013180197381895,0.11298,2.3017856137249217,0.1093
zero,773955,77,2.301292813183791,0.11298,2.3018358437089868,0.1093
zero,773955,78,2.301305347423945,0.11298,2.3018350273680093,0.1093
zero,773955,79,2.3012476078572464,0.11298,2.3019668564252127,0.1093
zero,773955,80,2.301306802929121,0.11298,2.301980439328165,0.1093
zero,773955,81,2.301306866444529,0.11298,2.301728373117225,0.1093
zero,773955,82,2.3013089664138944,0.11298,2.3018905635088402,0.1093
zero,773955,83,2.3012882279141595,0.11298,2.301809904818258,0.1093
zero,773955,84,2.3013023994917705,0.11298,2.301853431115009,0.1093
zero,773955,85,2.301277453228258,0.11298,2.3017399854967153,0.1093
zero,773955,86,2.30131180578832,0.11298,2.3018002945783076,0.1093
zero,773955,87,2.3012956472084993,0.11298,2.301739910423537,0.1093
zero,773955,88,2.301334784414762,0.11298,2.3018536638888225,0.1093
zero,773955,89,2.3013337586340565,0.11298,2.301941050759368,0.1093
zero,773955,90,2.3012848285221095,0.11298,2.301991445325871,0.1093
zero,773955,91,2.3012565990526213,0.11298,2.3019176534831463,0.1093
zero,773955,92,2.3012801022334326,0.11298,2.3019350446302114,0.1093
zero,773955,93,2.3012928282471887,0.11298,2.301939244783936,0.1093
zero,773955,94,2.301309856671311,0.11298,2.3017531599813807,0.1093
zero,773955,95,2.301247947205314,0.11298,2.3016900323745313,0.1093
zero,773955,96,2.301320332016342,0.11298,2.301823727101536,0.1093
zero,773955,97,2.301320769597062,0.11298,2.301762646588696,0.1093
zero,773955,98,2.3012848023813355,0.11298,2.301971568804436,0.1093
zero,773955,99,2.3013263300672535,0.11298,2.3017776761597366,0.1093
zero,773955,100,2.3012582028040263,0.11298,2.301767774436113,0.1093
small,654571,1,0.8449972835041906,0.77042,0.38436853639459106,0.8892
small,654571,2,0.3346232477635552,0.9046,0.31062578810357766,0.9067
small,654571,3,0.2808923633018693,0.92006,0.264507783503996,0.925
small,654571,4,0.24333098212667076,0.9316,0.23361795637248112,0.9325
small,654571,5,0.21531605231285247,0.93986,0.2066099113763004,0.9405
small,654571,6,0.19393331187991344,0.94584,0.18666271395572182,0.9463
small,654571,7,0.17660543301985632,0.94988,0.17804857542089633,0.9497
small,654571,8,0.16216144246267244,0.95466,0.17136749887990002,0.9498
small,654571,9,0.1499693771007921,0.95812,0.15680049564904144,0.9553
small,654571,10,0.1386814437516343,0.96054,0.14445187104601345,0.9579
small,654571,11,0.12839549321920252,0.9647,0.14109303297902945,0.9594
small,654571,12,0.11924316729667622,0.96676,0.1312244892392059,0.9624
small,654571,13,0.11151553214815992,0.96958,0.12609061564123997,0.9634
small,654571,14,0.10431540463786461,0.9708,0.12158920776502255,0.9653
small,654571,15,0.09766444190273255,0.97268,0.11573885498168646,0.9668
small,654571,16,0.09202564266716931,0.97444,0.11404057266316843,0.9677
small,654571,17,0.08662454079926875,0.9765,0.10796106025326482,0.9685
small,654571,18,0.08155241682913812,0.978,0.10376284493447022,0.9696
small,654571,19,0.0770324482775352,0.9791,0.10204871589773666,0.9708
small,654571,20,0.07298752636713354,0.98032,0.09698920291044082,0.9715
small,654571,21,0.06946827577957917,0.98104,0.09671817293234941,0.9706
small,654571,22,0.06569485150382835,0.98212,0.09572872179564688,0.9721
small,654571,23,0.06265956597236626,0.98288,0.09306335572146766,0.9723
small,654571,24,0.059603549921734146,0.98428,0.09137761572551244,0.9729
small,654571,25,0.056662523716012485,0.98508,0.08947479391057642,0.9725
small,654571,26,0.054211988935939835,0.98568,0.08754940693061139,0.9736
small,654571,27,0.051736315104834445,0.9867,0.08645313405506101,0.9728
small,654571,28,0.04939945652630473,0.98708,0.08961538812748017,0.9727
small,654571,29,0.0473366474511844,0.98802,0.08447957927610306,0.9737
small,654571,30,0.04516064840738867,0.98838,0.08260610942908062,0.9748
small,654571,31,0.04337705443172589,0.98952,0.08115896664586682,0.9758
small,654571,32,0.041447332281494866,0.98944,0.0812256446552806,0.9757
small,654571,33,0.039850503199368476,0.99024,0.08009154059278242,0.9758
small,654571,34,0.03805704252782812,0.99084,0.07846183256700168,0.9763
small,654571,35,0.03679589567778403,0.9914,0.07785204570620063,0.9757
small,654571,36,0.035173250541038086,0.9917,0.07922700655919913,0.9756
small,654571,37,0.03372772808539674,0.99226,0.0775585940222946,0.9762
small,654571,38,0.03250367836374921,0.9926,0.07995328987152164,0.9747
small,654571,39,0.031362082801888055,0.99278,0.07599750544478437,0.9761
small,654571,40,0.030029910523789203,0.9937,0.07513541681968415,0.9768
small,654571,41,0.028952871417161494,0.99374,0.07508163338498117,0.9775
small,654571,42,0.027915510847426307,0.9939,0.07523102135461533,0.9768
small,654571,43,0.02685681359320376,0.99432,0.07535546905700076,0.9767
small,654571,44,0.02589660757330259,0.9948,0.07613681770174752,0.9774
small,654571,45,0.02481807660818374,0.99508,0.07361514707845225,0.9769
small,654571,46,0.024052568113957222,0.99534,0.07465709645182296,0.9776
small,654571,47,0.02329279660899442,0.99558,0.07445014255988185,0.9779
small,654571,48,0.022427295520785564,0.996,0.07340647856139693,0.9781
small,654571,49,0.02166813297596986,0.9963,0.07484902660006834,0.9771
small,654571,50,0.020949372444614128,0.99644,0.07476008751577387,0.978
small,654571,51,0.020287960261104777,0.9967,0.07302764851722703,0.9786
small,654571,52,0.01943449126228228,0.99706,0.07319019452021203,0.9781
small,654571,53,0.01888963200890745,0.99708,0.07266538725492164,0.979
small,654571,54,0.01815093356918456,0.9975,0.07243924476081752,0.9785
small,654571,55,0.017679875183193777,0.99752,0.07159724786384886,0.9782
small,654571,56,0.016950320440840362,0.99788,0.07345832075608401,0.9791
small,654571,57,0.016524903806857075,0.99784,0.0723998082486656,0.9789
small,654571,58,0.015993955231826017,0.99804,0.07283635989680248,0.9793
small,654571,59,0.01557267345783403,0.99814,0.07182576163269769,0.9791
small,654571,60,0.015030673856397848,0.9982,0.07234682684264385,0.9792
small,654571,61,0.014521360879522263,0.99852,0.07267532930337076,0.9787
small,654571,62,0.014171932870890823,0.9984,0.07297321383448112,0.9792
small,654571,63,0.013760038062821186,0.99836,0.07259098797907358,0.9783
small,654571,64,0.013282781697792859,0.99858,0.07191792531119484,0.9787
small,654571,65,0.01296253630278248,0.99866,0.07216498456013096,0.9783
small,654571,66,0.012482108757761682,0.99876,0.07264732840176036,0.9789
small,654571,67,0.012139695049255154,0.99886,0.07292423566160088,0.9785
small,654571,68,0.011791775289607044,0.99898,0.0730517328982921,0.978
small,654571,69,0.011507196164006727,0.99912,0.07263823400629478,0.9787
small,654571,70,0.011162433578281969,0.9991,0.0734723226313655,0.9795
small,654571,71,0.010841683170683057,0.99918,0.07318365491865562,0.9791
small,654571,72,0.010659458151037153,0.99924,0.0726931268317808,0.9791
small,654571,73,0.010300204367299821,0.99918,0.07177027890998497,0.9796
small,654571,74,0.009984520284295537,0.99936,0.07196594482358445,0.9792
small,654571,75,0.0097408434623639,0.9993,0.07256912987299043,0.98
small,654571,76,0.009475786674425469,0.9994,0.07315158432287092,0.9791
small,654571,77,0.009205449044189401,0.99948,0.07323794792221278,0.979
small,654571,78,0.008959401058636596,0.99946,0.07285414415683204,0.9787
small,654571,79,0.008756711767999971,0.99952,0.07339774087220828,0.9793
small,654571,80,0.008588545977288628,0.99954,0.07296881974228228,0.9785
small,654571,81,0.00836209420377292,0.99948,0.07328779420861635,0.9796
small,654571,82,0.008146613088532376,0.99952,0.0731662127386338,0.9794
small,654571,83,0.007939656811564982,0.99954,0.07377937570323255,0.979
small,654571,84,0.007808556752834961,0.99962,0.07292961973249094,0.9789
small,654571,85,0.007587805766418978,0.99966,0.07287683650838668,0.979
small,654571,86,0.007389287924779684,0.9997,0.07370353353776363,0.9792
small,654571,87,0.007215475210357409,0.99966,0.07438510532883255,0.979
small,654571,88,0.0070670514728285285,0.99976,0.07353026025181486,0.9791
small,654571,89,0.006893323218203685,0.9997,0.07533867870108989,0.9796
small,654571,90,0.006817209365669813,0.99974,0.07341383872966539,0.9796
small,654571,91,0.00659043626949997,0.99972,0.07415493318350608,0.9793
small,654571,92,0.006509214156718714,0.9998,0.0745271682666559,0.9797
small,654571,93,0.006312535344818897,0.99978,0.07383388973427708,0.9796
small,654571,94,0.006236614667478033,0.99976,0.0741493221795712,0.9794
small,654571,95,0.006069015055265072,0.99984,0.07522190969537976,0.9788
small,654571,96,0.005952366370951113,0.9998,0.07445231252950106,0.9791
